record_id,report_date,campaign_id,campaign_name,campaign_objective,campaign_status,channel,platform,ad_format,product_family,product_name,region,country,city,device_type,audience_segment,planned_budget_usd,ad_spend_usd,creative_cost_usd,agency_cost_usd,marketing_tools_cost_usd,impressions,reach,video_views,engagements,clicks,landing_page_sessions,leads,add_to_cart,conversions,new_customers,returning_customers,units_sold,attributed_revenue_usd,email_sent,email_delivered,email_opens,email_clicks,unsubscribes,currency_code,source_system,source_file_name,batch_id,ingestion_timestamp
REC0000787,2025-04-22,CMP0003,iPad Brand Awareness 2025 Wave 03,Brand Awareness,Completed,Influencer Marketing,Affiliate Network,Short Video,iPad,iPad Air,Europe,Spain,Valencia,Mobile,Existing Customers,167.54,174.73,7.48,10.31,6.54,12606,8221,5311,925,334,251,11,14,1,1,0,1,549.72,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250422.csv,BATCH-AFFI-20250422-01,2025-04-23 02:30:00
REC0011050,2025-01-13,CMP0032,AppleCare+ Service Subscription 2024 Wave 32,Service Subscription,Completed,TikTok,TikTok Ads,Sponsored Post,AppleCare+,AppleCare+ Protection,Europe,Germany,Berlin,Desktop,Business Users,116.62,103.59,8.27,5.52,3.69,16201,13247,0,627,370,312,21,24,0,0,0,0,0.0,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20250113.csv,BATCH-ECOM-20250113-01,2025-01-14 05:22:00
REC0014786,2025-07-07,CMP0042,Mac Website Traffic 2024 Wave 42,Website Traffic,Active,X,Affiliate Network,Static Image,Mac,MacBook Pro,Asia Pacific,Japan,Osaka,Desktop,Creative Professionals,117.28,119.79,9.51,13.25,2.29,17641,10835,0,411,206,149,4,6,2,2,0,2,3433.92,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250707.csv,BATCH-AFFI-20250707-02,2025-07-08 04:44:00
REC0027779,2025-04-30,CMP0079,AirPods Holiday Promotion 2024 Wave 79,Holiday Promotion,Completed,Instagram,Meta Ads Manager,Static Image,AirPods,AirPods,North America,United States,Seattle,Desktop,Existing Customers,147.63,156.71,6.81,7.44,3.62,19708,15243,0,575,333,235,16,9,1,1,0,1,174.66,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20250430.csv,BATCH-META-20250430-02,2025-05-01 02:14:00
REC0018101,2026-02-03,CMP0051,Apple Arcade Service Subscription 2025 Wave 51,Service Subscription,Completed,Affiliate Marketing,Affiliate Network,Sponsored Post,Apple Arcade,Apple Arcade Subscription,Middle East and Africa,Saudi Arabia,Riyadh,Mobile,Students,35.28,35.46,2.61,2.96,1.15,4319,3078,0,113,86,73,5,6,2,1,1,2,13.54,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20260203.csv,BATCH-AFFI-20260203-02,2026-02-04 04:10:00
REC0030439,2025-12-14,CMP0086,iPhone Product Launch 2025 Wave 86,Product Launch,Planned,TikTok,TikTok Ads,Sponsored Post,iPhone,iPhone Standard,Europe,Spain,Barcelona,Desktop,Students,707.75,672.3,35.03,32.58,9.83,102982,69992,0,6037,2293,1675,101,79,1,1,0,2,1543.02,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20251214.csv,BATCH-ECOM-20251214-01,2025-12-15 01:17:00
REC0022866,2025-08-16,CMP0065,Accessories Customer Acquisition 2024 Wave 65,Customer Acquisition,Cancelled,Organic Social,Internal Email Platform,Sponsored Post,Accessories,Cases and Covers,Europe,France,Paris,Mobile,Young Professionals,21.31,21.52,1.57,2.17,0.72,19829,17333,0,911,453,372,26,22,0,0,0,0,0.0,0,0,0,0,0,USD,CRM Export,crm_export_20250816.csv,BATCH-CRME-20250816-03,2025-08-17 04:19:00
REC0015793,2025-02-09,CMP0045,Apple Music App Engagement 2024 Wave 45,App Engagement,Active,Google Search,Google Ads,Search Ad,Apple Music,Apple Music Family,Asia Pacific,Australia,Melbourne,Mobile,Price-Sensitive Customers,98.28,83.79,3.82,8.78,1.2,5817,3444,0,468,268,231,14,22,2,0,2,2,34.02,0,0,0,0,0,USD,Google Ads API,google_ads_api_20250209.csv,BATCH-GOOG-20250209-01,2025-02-10 02:21:00
REC0012380,2025-12-08,CMP0036,Apple Watch Website Traffic 2025 Wave 36,Website Traffic,Cancelled,Google Display,Google Ads,Static Image,Apple Watch,Apple Watch,Europe,Germany,Hamburg,Mobile,Premium Customers,234.88,267.1,12.02,16.13,7.54,31084,19282,0,483,302,235,10,24,3,1,2,3,1151.8,0,0,0,0,0,USD,Google Ads API,google_ads_api_20251208.csv,BATCH-GOOG-20251208-02,2025-12-09 05:08:00
REC0007854,2025-03-14,CMP0023,iPhone Brand Awareness 2024 Wave 23,Brand Awareness,Completed,LinkedIn,LinkedIn Campaign Manager,Sponsored Post,iPhone,iPhone Standard,North America,United States,Chicago,Unknown,Unknown,110.94,110.27,7.81,5.39,1.47,5154,3041,0,146,65,49,1,3,0,0,0,0,0.0,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20250314.csv,BATCH-ECOM-20250314-03,2025-03-15 04:30:00
REC0000154,2025-05-08,CMP0001,iPad Lead Generation 2024 Wave 01,Lead Generation,Completed,TikTok,TikTok Ads,Sponsored Post,iPad,iPad Air,North America,Canada,Montreal,Connected TV,Premium Customers,129.67,132.86,6.62,7.72,4.9,20436,12537,0,593,309,243,29,9,0,0,0,0,0.0,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20250508.csv,BATCH-ECOM-20250508-01,2025-05-09 04:34:00
REC0032686,2025-09-03,CMP0092,iCloud+ Cross-Sell 2025 Wave 92,Cross-Sell,Completed,Instagram,Meta Ads Manager,Static Image,iCloud+,iCloud+ 2TB,Middle East and Africa,United Arab Emirates,Abu Dhabi,Mobile,Service Subscribers,54.21,56.05,3.32,2.6,1.31,5461,4551,0,177,116,87,1,6,0,0,0,0,0.0,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20250903.csv,BATCH-META-20250903-01,2025-09-04 02:42:00
REC0013017,2025-05-29,CMP0038,Apple Watch Customer Acquisition 2025 Wave 38,Customer Acquisition,Cancelled,Organic Social,Internal Email Platform,Short Video,Apple Watch,Apple Watch,Asia Pacific,Japan,Osaka,Mobile,High-Value Customers,15.0,13.57,0.82,0.85,0.3,13832,10166,6199,732,328,291,11,30,1,1,0,1,415.56,0,0,0,0,0,USD,CRM Export,crm_export_20250529.csv,BATCH-CRME-20250529-03,2025-05-30 01:18:00
REC0014874,2025-01-22,CMP0043,Apple TV+ Online Sales 2024 Wave 43,Online Sales,Completed,Retail Promotion,Retail Partner,Retail Display,Apple TV+,Apple TV+ Subscription,Asia Pacific,South Korea,Seoul,Mobile,Price-Sensitive Customers,118.09,126.29,6.65,10.5,3.37,9312,7832,0,326,123,97,5,10,0,0,0,0,0.0,0,0,0,0,0,USD,Retail Partner Feed,retail_partner_feed_20250122.csv,BATCH-RETA-20250122-03,2025-01-23 05:25:00
REC0014260,2025-11-14,CMP0041,Apple Arcade Online Sales 2025 Wave 41,Online Sales,Planned,Facebook,Meta Ads Manager,Static Image,Apple Arcade,Apple Arcade Subscription,Europe,Spain,Madrid,Desktop,Existing Customers,153.39,168.46,11.14,10.59,4.55,17250,13417,0,403,257,215,,18,1,0,1,1,6.4,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20251114.csv,BATCH-META-20251114-01,2025-11-15 02:16:00
REC0019290,2024-10-30,CMP0055,Apple Music Customer Retention 2024 Wave 55,Customer Retention,Completed,Retail Promotion,Retail Partner,Retail Display,Apple Music,Apple Music Individual,North America,Canada,Unknown,Mobile,Students,71.01,70.32,3.46,4.52,2.28,4220,2456,,,80,61,1,3,0,0,0,0,0.0,0,0,0,0,0,USD,Retail Partner Feed,retail_partner_feed_20241030.csv,BATCH-RETA-20241030-03,2024-10-31 04:42:00
REC0004627,2025-06-12,CMP0013,Apple Watch Website Traffic 2024 Wave 13,Website Traffic,Completed,LinkedIn,LinkedIn Campaign Manager,Sponsored Post,Apple Watch,Apple Watch,North America,United States,New York,Mobile,Existing Customers,94.86,976.36,54.54,45.76,26.05,49881,39179,0,915,450,340,26,12,7,6,1,7,2824.77,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20250612.csv,BATCH-ECOM-20250612-01,2025-06-13 01:44:00
REC0026871,2025-04-01,CMP0076,iPhone Product Launch 2024 Wave 76,Product Launch,Completed,Email Marketing,Internal Email Platform,Email Newsletter,iPhone,iPhone Standard,Asia Pacific,India,Hyderabad,Desktop,Service Subscribers,134.05,117.41,9.25,5.34,3.02,50841,42077,0,3277,1241,887,57,100,1,0,1,1,613.63,59559,57944,18662,1241,160,USD,Email Marketing Platform,email_marketing_platform_20250401.csv,BATCH-EMAI-20250401-03,2025-04-02 01:34:00
REC0017381,2025-12-22,CMP0049,Apple Watch Website Traffic 2024 Wave 49,Website Traffic,Paused,YouTube,YouTube Ads,Short Video,Apple Watch,Apple Watch,Asia Pacific,India,Chennai,Mobile,Business Users,386.74,399.7,24.75,28.91,14.53,29883,24681,10241,599,430,382,25,24,1,1,0,1,269.85,0,0,0,0,0,USD,Google Ads API,google_ads_api_20251222.csv,BATCH-GOOG-20251222-02,2025-12-23 05:39:00
REC0029386,2025-09-14,CMP0083,AirPods Product Launch 2025 Wave 83,Product Launch,Completed,LinkedIn,LinkedIn Campaign Manager,Sponsored Post,AirPods,AirPods,North America,United States,Los Angeles,Mobile,Service Subscribers,393.58,362.03,29.66,37.27,7.11,17157,13387,0,363,180,139,5,13,2,2,0,2,363.87,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20250914.csv,BATCH-ECOM-20250914-01,2025-09-15 05:27:00
REC0007951,2025-06-19,CMP0023,iPhone Brand Awareness 2024 Wave 23,Brand Awareness,Completed,LinkedIn,LinkedIn Campaign Manager,Sponsored Post,iPhone,iPhone Standard,North America,United States,Chicago,Desktop,Existing Customers,115.58,117.03,8.34,10.75,2.65,6174,3781,0,167,71,61,3,5,0,0,0,0,0.0,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20250619.csv,BATCH-ECOM-20250619-01,2025-06-20 05:26:00
REC0000155,2025-05-09,CMP0001,iPad Lead Generation 2024 Wave 01,Lead Generation,Completed,TikTok,TikTok Ads,Sponsored Post,iPad,iPad Air,North America,Canada,Montreal,Mobile,Premium Customers,144.81,147.23,8.82,7.15,3.42,23382,20914,0,833,375,328,59,22,0,0,0,0,0.0,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20250509.csv,BATCH-ECOM-20250509-02,2025-05-10 04:13:00
REC0023631,2026-01-10,CMP0067,iCloud+ Customer Retention 2025 Wave 67,Customer Retention,Completed,Retail Promotion,Retail Partner,Retail Display,iCloud+,iCloud+ 200GB,North America,United States,Unknown,Unknown,Business Users,45.48,300.4,20.68,19.0,9.18,24260,19672,0,423,334,293,9,15,8,1,7,8,23.66,0,0,0,0,0,USD,Retail Partner Feed,retail_partner_feed_20260110.csv,BATCH-RETA-20260110-03,2026-01-11 02:02:00
REC0011469,2025-04-04,CMP0033,Apple Arcade Online Sales 2024 Wave 33,Online Sales,Completed,Google Search,Google Ads,Search Ad,Apple Arcade,Apple Arcade Subscription,Europe,United Kingdom,Manchester,Connected TV,New Technology Buyers,83.32,94.78,5.91,8.07,1.9,3941,3548,0,316,145,103,7,10,3,1,2,3,20.22,0,0,0,0,0,USD,Google Ads API,google_ads_api_20250404.csv,BATCH-GOOG-20250404-03,2025-04-05 05:09:00
REC0022635,2024-12-28,CMP0065,Accessories Customer Acquisition 2024 Wave 65,Customer Acquisition,Cancelled,Organic Social,Internal Email Platform,Sponsored Post,Accessories,Cases and Covers,Europe,France,Paris,Mobile,Young Professionals,30.82,28.55,2.43,1.49,0.93,24684,20183,0,,676,600,18,25,0,0,0,0,0.0,0,0,0,0,0,USD,CRM Export,crm_export_20241228.csv,BATCH-CRME-20241228-03,2024-12-29 01:19:00
REC0030782,2025-11-15,CMP0087,Accessories Product Launch 2025 Wave 87,Product Launch,Completed,Facebook,Meta Ads Manager,Static Image,Accessories,Cases and Covers,Europe,Germany,Hamburg,Tablet,Students,648.99,642.56,35.46,48.34,13.9,108547,96547,0,2827,1711,1546,103,61,2,0,2,3,163.22,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20251115.csv,BATCH-META-20251115-02,2025-11-16 03:51:00
REC0008056,2025-10-02,CMP0023,iPhone Brand Awareness 2024 Wave 23,Brand Awareness,Completed,LinkedIn,LinkedIn Campaign Manager,Sponsored Post,iPhone,iPhone Standard,North America,United States,Unknown,Mobile,Existing Customers,183.32,209.38,14.46,20.06,2.7,9034,6137,0,197,107,81,5,7,0,0,0,0,0.0,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20251002.csv,BATCH-ECOM-20251002-01,2025-10-03 01:55:00
REC0023928,2025-01-31,CMP0068,iPhone Online Sales 2024 Wave 68,Online Sales,Completed,Instagram,Meta Ads Manager,Short Video,iPhone,iPhone Standard,Europe,Italy,Turin,Mobile,Price-Sensitive Customers,198.02,197.69,15.2,18.56,7.48,28071,23295,19316,1279,485,406,14,34,1,1,0,1,780.82,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20250131.csv,BATCH-META-20250131-03,2025-02-01 01:09:00
REC0021908,2026-01-05,CMP0062,Mac Website Traffic 2025 Wave 62,Website Traffic,Completed,Influencer Marketing,Affiliate Network,Sponsored Post,Mac,MacBook Air,Asia Pacific,South Korea,Incheon,Mobile,Unknown,182.55,182.11,13.35,11.33,3.88,16437,11806,0,596,374,333,20,30,0,0,0,0,0.0,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20260105.csv,BATCH-AFFI-20260105-02,2026-01-06 04:42:00
REC0032742,2025-10-29,CMP0092,iCloud+ Cross-Sell 2025 Wave 92,Cross-Sell,Completed,Instagram,Meta Ads Manager,Static Image,iCloud+,iCloud+ 2TB,Middle East and Africa,United Arab Emirates,Abu Dhabi,Desktop,Service Subscribers,50.97,54.89,3.42,5.82,1.6,6105,4039,0,229,106,94,6,6,1,1,0,1,0.0,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20251029.csv,BATCH-META-20251029-03,2025-10-30 01:15:00
REC0023890,2024-12-24,CMP0068,iPhone Online Sales 2024 Wave 68,Online Sales,Completed,Instagram,Meta Ads Manager,Short Video,iPhone,iPhone Standard,Europe,Italy,Turin,Mobile,Unknown,272.32,274.43,15.94,16.37,9.97,30653,18414,17800,1236,649,578,17,36,3,3,0,4,2967.37,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20241224.csv,BATCH-META-20241224-01,2024-12-25 03:07:00
REC0008927,2025-10-15,CMP0026,AppleCare+ Service Subscription 2025 Wave 26,Service Subscription,Completed,X,Affiliate Network,Sponsored Post,AppleCare+,AppleCare+ Protection,Asia Pacific,India,Bengaluru,Mobile,Price-Sensitive Customers,90.96,97.45,8.12,9.6,1.37,16606,13296,0,299,156,140,6,6,3,3,0,3,343.87,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20251015.csv,BATCH-AFFI-20251015-02,2025-10-16 03:49:00
REC0000157,2025-05-11,CMP0001,iPad Lead Generation 2024 Wave 01,Lead Generation,Completed,TikTok,TikTok Ads,Sponsored Post,iPad,iPad Air,North America,Canada,Montreal,Mobile,Premium Customers,141.4,124.03,10.89,11.09,3.92,18230,15113,0,706,276,207,25,11,0,0,0,0,0.0,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20250511.csv,BATCH-ECOM-20250511-01,2025-05-12 01:36:00
REC0032007,2025-07-11,CMP0090,Apple Fitness+ Cross-Sell 2024 Wave 90,Cross-Sell,Completed,Influencer Marketing,Affiliate Network,Short Video,Apple Fitness+,Apple Fitness+ Subscription,Asia Pacific,India,Chennai,Tablet,Price-Sensitive Customers,37.59,43.29,3.45,3.02,0.54,4388,3428,2039,221,144,111,3,10,1,1,0,1,7.7,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250711.csv,BATCH-AFFI-20250711-03,2025-07-12 03:35:00
REC0003086,2025-07-29,CMP0009,iPad Brand Awareness 2025 Wave 09,Brand Awareness,Active,YouTube,YouTube Ads,Long Video,iPad,iPad Pro,Asia Pacific,Australia,Sydney,Mobile,New Technology Buyers,329.67,375.15,19.56,42.56,5.93,30117,20175,16548,653,405,347,20,31,0,0,0,0,0.0,0,0,0,0,0,USD,Google Ads API,google_ads_api_20250729.csv,BATCH-GOOG-20250729-02,2025-07-30 01:07:00
REC0032847,2026-02-11,CMP0092,iCloud+ Cross-Sell 2025 Wave 92,Cross-Sell,Completed,Instagram,Meta Ads Manager,Static Image,iCloud+,iCloud+ 2TB,Middle East and Africa,United Arab Emirates,Abu Dhabi,Mobile,Service Subscribers,52.6,50.87,4.0,3.4,1.69,5095,3336,0,327,143,129,5,13,2,0,2,2,20.38,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20260211.csv,BATCH-META-20260211-03,2026-02-12 01:18:00
REC0001553,2025-01-19,CMP0005,iPhone Online Sales 2024 Wave 05,Online Sales,Completed,Organic Social,Internal Email Platform,Static Image,iPhone,iPhone Standard,Europe,Germany,Munich,Desktop,New Technology Buyers,18.81,19.52,0.77,1.88,0.71,19250,17086,0,1088,537,430,29,28,0,0,0,0,0.0,0,0,0,0,0,USD,CRM Export,crm_export_20250119.csv,BATCH-CRME-20250119-02,2025-01-20 03:46:00
REC0013394,2025-02-11,CMP0039,Apple TV+ Online Sales 2024 Wave 39,Online Sales,Active,Affiliate Marketing,Affiliate Network,Display Banner,Apple TV+,Apple TV+ Subscription,Europe,France,Marseille,Tablet,Price-Sensitive Customers,35.58,32.85,2.49,2.81,1.16,4423,2631,0,189,86,77,4,5,0,0,0,0,0.0,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250211.csv,BATCH-AFFI-20250211-02,2025-02-12 03:37:00
REC0000557,2025-03-16,CMP0002,iPad Product Launch 2024 Wave 02,Product Launch,Completed,Influencer Marketing,Affiliate Network,Sponsored Post,iPad,iPad Pro,Asia Pacific,Australia,Melbourne,Mobile,High-Value Customers,506.28,506.5,32.24,55.21,8.65,46968,40595,0,2674,1002,861,19,92,0,0,0,0,0.0,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250316.csv,BATCH-AFFI-20250316-02,2025-03-17 02:18:00
REC0002149,2026-02-03,CMP0006,iCloud+ Customer Retention 2025 Wave 06,Customer Retention,Completed,Apple Search Ads,Apple Search Ads,Search Ad,iCloud+,iCloud+ 200GB,Middle East and Africa,Saudi Arabia,Riyadh,Desktop,Young Professionals,58.06,62.73,3.19,6.7,2.26,2934,1725,0,389,208,173,8,14,0,0,0,0,0.0,0,0,0,0,0,USD,Apple Search Ads API,apple_search_ads_api_20260203.csv,BATCH-APPL-20260203-01,2026-02-04 01:10:00
REC0011988,2025-10-31,CMP0035,Apple Watch Brand Awareness 2025 Wave 35,Brand Awareness,Completed,Affiliate Marketing,Affiliate Network,Sponsored Post,Apple Watch,Apple Watch,Asia Pacific,South Korea,Busan,Mobile,Price-Sensitive Customers,82.95,78.77,6.34,8.87,2.36,8628,6973,0,482,270,213,7,18,2,2,0,2,788.03,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20251031.csv,BATCH-AFFI-20251031-03,2025-11-01 03:54:00
REC0000496,2025-01-14,CMP0002,iPad Product Launch 2024 Wave 02,Product Launch,Completed,Influencer Marketing,Affiliate Network,Sponsored Post,iPad,iPad Pro,Asia Pacific,Australia,Melbourne,Mobile,High-Value Customers,444.69,382.32,31.62,25.35,5.15,37189,32843,0,1215,627,474,23,42,0,0,0,0,0.0,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250114.csv,BATCH-AFFI-20250114-01,2025-01-15 02:34:00
REC0013866,2025-05-01,CMP0040,iCloud+ Service Subscription 2024 Wave 40,Service Subscription,Active,TikTok,TikTok Ads,Short Video,iCloud+,iCloud+ 2TB,North America,Canada,Montreal,Mobile,Students,71.99,78.32,4.48,7.67,1.1,9313,7826,4696,378,150,132,9,9,1,1,0,1,9.85,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20250501.csv,BATCH-ECOM-20250501-03,2025-05-02 05:02:00
REC0002322,2025-04-17,CMP0007,Apple Watch Customer Acquisition 2024 Wave 07,Customer Acquisition,Completed,YouTube,YouTube Ads,Long Video,Apple Watch,Apple Watch,Europe,France,Paris,Desktop,High-Value Customers,187.02,186.02,13.61,8.39,4.2,20351,14164,12454,698,307,230,11,18,0,0,0,0,0.0,0,0,0,0,0,USD,Google Ads API,google_ads_api_20250417.csv,BATCH-GOOG-20250417-03,2025-04-18 05:41:00
REC0017297,2025-09-29,CMP0049,Apple Watch Website Traffic 2024 Wave 49,Website Traffic,Paused,YouTube,YouTube Ads,Short Video,Apple Watch,Apple Watch,Asia Pacific,India,Chennai,Desktop,Business Users,309.09,337.38,23.01,32.21,8.31,30210,18891,16298,770,471,398,21,18,0,0,0,0,0.0,0,0,0,0,0,USD,Google Ads API,google_ads_api_20250929.csv,BATCH-GOOG-20250929-02,2025-09-30 05:32:00
REC0024429,2025-11-13,CMP0069,Apple TV+ Service Subscription 2025 Wave 69,Service Subscription,Completed,Apple Search Ads,Apple Search Ads,Search Ad,Apple TV+,Apple TV+ Subscription,Latin America,Mexico,Mexico City,Mobile,Business Users,188.26,164.97,7.9,14.55,5.49,8095,7318,0,847,396,321,14,19,1,1,0,1,8.23,0,0,0,0,0,USD,Apple Search Ads API,apple_search_ads_api_20251113.csv,BATCH-APPL-20251113-03,2025-11-14 04:14:00
REC0025162,2025-10-04,CMP0071,Apple Music Customer Retention 2024 Wave 71,Customer Retention,Active,Facebook,Meta Ads Manager,Static Image,Apple Music,Apple Music Individual,Asia Pacific,India,Bengaluru,Mobile,Existing Customers,56.67,66.09,3.15,5.84,1.45,7571,4904,0,436,214,178,12,19,2,0,2,2,16.89,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20251004.csv,BATCH-META-20251004-01,2025-10-05 03:13:00
REC0000152,2025-05-06,CMP0001,iPad Lead Generation 2024 Wave 01,Lead Generation,Completed,TikTok,TikTok Ads,Sponsored Post,iPad,iPad Air,North America,Canada,Montreal,Desktop,Premium Customers,137.38,139.07,6.97,13.77,3.41,19048,13001,0,858,346,258,,18,1,1,0,1,610.71,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20250506.csv,BATCH-ECOM-20250506-02,2025-05-07 03:22:00
REC0035449,2025-05-22,CMP0100,Apple Music Service Subscription 2024 Wave 100,Service Subscription,Completed,Google Display,Google Ads,Display Banner,Apple Music,Apple Music Family,Asia Pacific,Australia,Sydney,Tablet,Service Subscribers,83.71,97.71,7.8,11.01,1.82,18277,15600,0,239,162,117,8,6,0,0,0,0,0.0,0,0,0,0,0,USD,Google Ads API,google_ads_api_20250522.csv,BATCH-GOOG-20250522-01,2025-05-23 02:20:00
REC0033339,2025-01-15,CMP0094,iCloud+ Service Subscription 2024 Wave 94,Service Subscription,Completed,Retail Promotion,Retail Partner,Retail Display,iCloud+,iCloud+ 200GB,North America,United States,Seattle,Mobile,Service Subscribers,120.06,108.61,8.61,7.93,2.53,7155,4265,0,247,110,95,5,6,0,0,0,0,0.0,0,0,0,0,0,USD,Retail Partner Feed,retail_partner_feed_20250115.csv,BATCH-RETA-20250115-03,2025-01-16 04:28:00
REC0032887,2026-03-23,CMP0092,iCloud+ Cross-Sell 2025 Wave 92,Cross-Sell,Completed,Instagram,Meta Ads Manager,Static Image,iCloud+,iCloud+ 2TB,Middle East and Africa,United Arab Emirates,Abu Dhabi,Tablet,Service Subscribers,50.69,49.08,3.26,4.53,1.06,6311,4785,0,,100,88,2,9,2,1,1,2,20.26,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20260323.csv,BATCH-META-20260323-01,2026-03-24 04:05:00
REC0001365,2026-02-22,CMP0004,iPad Online Sales 2025 Wave 04,Online Sales,Completed,Organic Social,Internal Email Platform,Short Video,iPad,iPad Air,North America,United States,Seattle,Mobile,Existing Customers,25.11,26.75,2.06,1.3,0.98,18213,10731,5685,834,341,245,16,26,0,0,0,0,0.0,0,0,0,0,0,USD,CRM Export,crm_export_20260222.csv,BATCH-CRME-20260222-03,2026-02-23 03:33:00
REC0018123,2026-02-25,CMP0051,Apple Arcade Service Subscription 2025 Wave 51,Service Subscription,Completed,Affiliate Marketing,Affiliate Network,Sponsored Post,Apple Arcade,Apple Arcade Subscription,Middle East and Africa,Saudi Arabia,Riyadh,Tablet,Students,35.02,32.18,2.56,2.65,1.01,4522,3461,0,509,182,137,10,9,4,2,2,4,26.73,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20260225.csv,BATCH-AFFI-20260225-03,2026-02-26 04:57:00
REC0019386,2025-02-03,CMP0055,Apple Music Customer Retention 2024 Wave 55,Customer Retention,Completed,Retail Promotion,Retail Partner,Retail Display,Apple Music,Apple Music Individual,North America,Canada,Vancouver,Mobile,Students,49.28,44.74,3.26,2.73,0.72,2942,1821,0,77,41,34,1,2,0,0,0,0,0.0,0,0,0,0,0,USD,Retail Partner Feed,retail_partner_feed_20250203.csv,BATCH-RETA-20250203-03,2025-02-04 03:59:00
REC0028840,2024-10-24,CMP0082,Apple Watch Online Sales 2024 Wave 82,Online Sales,Completed,YouTube,YouTube Ads,Long Video,Apple Watch,Apple Watch,Middle East and Africa,Saudi Arabia,Riyadh,Desktop,Price-Sensitive Customers,286.16,320.41,28.19,25.14,4.43,35380,28296,16215,1465,529,388,17,20,0,0,0,0,0.0,0,0,0,0,0,USD,Google Ads API,google_ads_api_20241024.csv,BATCH-GOOG-20241024-01,2024-10-25 03:05:00
REC0025694,2025-08-30,CMP0073,iPhone Product Launch 2025 Wave 73,Product Launch,Cancelled,X,Affiliate Network,Static Image,iPhone,iPhone Pro,Europe,United Kingdom,Manchester,Mobile,Business Users,211.42,219.06,8.24,15.6,7.83,43029,30489,0,757,446,367,27,14,1,1,0,1,1079.52,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250830.csv,BATCH-AFFI-20250830-02,2025-08-31 04:04:00
REC0018800,2025-12-28,CMP0053,Apple Fitness+ Service Subscription 2025 Wave 53,Service Subscription,Completed,Organic Social,Internal Email Platform,Static Image,Apple Fitness+,Apple Fitness+ Subscription,Asia Pacific,Japan,Yokohama,Tablet,Young Professionals,15.0,13.53,1.16,0.92,0.48,12513,10225,0,,235,180,,9,4,1,3,4,284.45,0,0,0,0,0,USD,CRM Export,crm_export_20251228.csv,BATCH-CRME-20251228-02,2025-12-29 01:31:00
REC0023346,2025-03-31,CMP0067,iCloud+ Customer Retention 2025 Wave 67,Customer Retention,Completed,Retail Promotion,Retail Partner,Retail Display,iCloud+,iCloud+ 200GB,North America,United States,Seattle,Mobile,Business Users,55.62,59.31,3.73,6.51,1.02,3235,2186,0,94,47,40,2,3,1,0,1,1,2.69,0,0,0,0,0,USD,Retail Partner Feed,retail_partner_feed_20250331.csv,BATCH-RETA-20250331-03,2025-04-01 04:47:00
REC0020597,2025-08-17,CMP0058,AppleCare+ App Engagement 2024 Wave 58,App Engagement,Completed,Google Search,Google Ads,Search Ad,AppleCare+,AppleCare+ Protection,North America,United States,Los Angeles,Mobile,Business Users,142.47,124.36,6.27,7.17,3.86,6866,4670,0,924,377,283,11,32,3,0,3,3,442.53,0,0,0,0,0,USD,Google Ads API,google_ads_api_20250817.csv,BATCH-GOOG-20250817-02,2025-08-18 01:31:00
